period_start,ghi
2021-05-16 20:35:00,0.0
2021-05-16 20:40:00,0.0
2021-05-16 20:45:00,0.0
2021-05-16 20:50:00,0.0
2021-05-16 20:55:00,0.0
2021-05-16 21:00:00,0.0
2021-05-16 21:05:00,0.0
2021-05-16 21:10:00,0.0
2021-05-16 21:15:00,0.0
2021-05-16 21:20:00,0.0
2021-05-16 21:25:00,0.0
2021-05-16 21:30:00,0.0
2021-05-16 21:35:00,0.0
2021-05-16 21:40:00,0.0
2021-05-16 21:45:00,0.0
2021-05-16 21:50:00,0.0
2021-05-16 21:55:00,0.0
2021-05-16 22:00:00,0.0
2021-05-16 22:05:00,0.0
2021-05-16 22:10:00,0.0
2021-05-16 22:15:00,0.0
2021-05-16 22:20:00,0.0
2021-05-16 22:25:00,0.0
2021-05-16 22:30:00,0.0
2021-05-16 22:35:00,0.0
2021-05-16 22:40:00,0.0
2021-05-16 22:45:00,0.0
2021-05-16 22:50:00,0.0
2021-05-16 22:55:00,0.0
2021-05-16 23:00:00,0.0
2021-05-16 23:05:00,0.0
2021-05-16 23:10:00,0.0
2021-05-16 23:15:00,0.0
2021-05-16 23:20:00,0.0
2021-05-16 23:25:00,0.0
2021-05-16 23:30:00,0.0
2021-05-16 23:35:00,0.0
2021-05-16 23:40:00,0.0
2021-05-16 23:45:00,0.0
2021-05-16 23:50:00,0.0
2021-05-16 23:55:00,0.0
2021-05-17 00:00:00,0.0
2021-05-17 00:05:00,0.0
2021-05-17 00:10:00,0.0
2021-05-17 00:15:00,0.0
2021-05-17 00:20:00,0.0
2021-05-17 00:25:00,0.0
2021-05-17 00:30:00,0.0
2021-05-17 00:35:00,0.0
2021-05-17 00:40:00,0.0
2021-05-17 00:45:00,0.0
2021-05-17 00:50:00,0.0
2021-05-17 00:55:00,0.0
2021-05-17 01:00:00,0.0
2021-05-17 01:05:00,0.0
2021-05-17 01:10:00,0.0
2021-05-17 01:15:00,0.0
2021-05-17 01:20:00,0.0
2021-05-17 01:25:00,0.0
2021-05-17 01:30:00,0.0
2021-05-17 01:35:00,0.0
2021-05-17 01:40:00,0.0
2021-05-17 01:45:00,0.0
2021-05-17 01:50:00,0.0
2021-05-17 01:55:00,0.0
2021-05-17 02:00:00,0.0
